ncbi_uid,accession,organism,title,length,pmid
566035899,KF517267.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 005-ORF65 genomic sequence,1985,
566035898,KF517266.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 004-ORF65 genomic sequence,1985,
566035897,KF517265.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 003-ORF65 genomic sequence,1985,
566035896,KF517264.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 002-ORF65 genomic sequence,1986,
566035895,KF517263.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 001-ORF65 genomic sequence,1988,
566035894,KF517262.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 001-ORF64 genomic sequence,1865,
566035892,KF517261.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF88 hypothetical protein gene, complete cds",2247,
566035890,KF517260.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF88 hypothetical protein gene, complete cds",2247,
566035888,KF517259.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF88 hypothetical protein gene, complete cds",2247,
566035886,KF517258.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF88 hypothetical protein gene, complete cds",2247,
566035884,KF517257.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF88 hypothetical protein gene, complete cds",2247,
566035882,KF517256.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF88 hypothetical protein gene, complete cds",2247,
566035880,KF517255.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF88 hypothetical protein gene, complete cds",2247,
566035879,KF517254.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 007-ORF32 genomic sequence,2194,
566035878,KF517253.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 006-ORF32 genomic sequence,2194,
566035877,KF517252.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 005-ORF32 genomic sequence,2194,
566035876,KF517251.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 004-ORF32 genomic sequence,2194,
566035875,KF517250.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 003-ORF32 genomic sequence,2194,
566035874,KF517249.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 002-ORF32 genomic sequence,2194,
566035873,KF517248.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 001-ORF32 genomic sequence,2194,
566035871,KF517247.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF120 hypothetical protein gene, complete cds",231,
566035869,KF517246.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF120 hypothetical protein gene, complete cds",231,
566035867,KF517245.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF120 hypothetical protein gene, complete cds",231,
566035865,KF517244.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF120 hypothetical protein gene, complete cds",231,
566035863,KF517243.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF120 hypothetical protein gene, complete cds",231,
566035861,KF517242.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF120 hypothetical protein gene, complete cds",231,
566035859,KF517241.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF120 hypothetical protein gene, complete cds",231,
566035857,KF517240.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF83 hypothetical protein gene, complete cds",1107,
566035855,KF517239.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF83 hypothetical protein gene, complete cds",1107,
566035853,KF517238.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF83 hypothetical protein gene, complete cds",1107,
566035851,KF517237.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF83 hypothetical protein gene, complete cds",1107,
566035849,KF517236.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF836 hypothetical protein gene, complete cds",1107,
566035847,KF517235.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF83 hypothetical protein gene, complete cds",1107,
566035845,KF517234.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF83 hypothetical protein gene, complete cds",1107,
566035843,KF517233.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF74 hypothetical protein gene, complete cds",357,
566035841,KF517232.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF74 hypothetical protein gene, complete cds",357,
566035839,KF517231.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF74 hypothetical protein gene, complete cds",357,
566035837,KF517230.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF74 hypothetical protein gene, complete cds",357,
566035835,KF517229.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF74 hypothetical protein gene, complete cds",357,
566035833,KF517228.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF74 hypothetical protein gene, complete cds",357,
566035831,KF517227.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF74 hypothetical protein gene, complete cds",357,
566035830,KF517226.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 007-ORF50 genomic sequence,1729,
566035829,KF517225.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 006-ORF50 genomic sequence,1729,
566035828,KF517224.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 005-ORF50 genomic sequence,1729,
566035827,KF517223.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 004-ORF50 genomic sequence,1729,
566035826,KF517222.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 003-ORF50 genomic sequence,1729,
566035825,KF517221.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 002-ORF50 genomic sequence,1729,
566035824,KF517220.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 001-ORF50 genomic sequence,1728,
566035822,KF517219.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF39 hypothetical protein gene, complete cds",585,
566035820,KF517218.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF39 hypothetical protein gene, complete cds",585,
566035818,KF517217.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF39 hypothetical protein gene, complete cds",585,
566035816,KF517216.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF39 hypothetical protein gene, complete cds",585,
566035814,KF517215.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF39 hypothetical protein gene, complete cds",585,
566035812,KF517214.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF39 hypothetical protein gene, complete cds",585,
566035810,KF517213.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF39 hypothetical protein gene, complete cds",585,
566035808,KF517212.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF17 hypothetical protein gene, complete cds",348,
566035806,KF517211.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF17 hypothetical protein gene, complete cds",348,
566035804,KF517210.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF17 hypothetical protein gene, complete cds",348,
566035802,KF517209.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF17 hypothetical protein gene, complete cds",348,
566035800,KF517208.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF17 hypothetical protein gene, complete cds",348,
566035798,KF517207.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF17 hypothetical protein gene, complete cds",348,
566035796,KF517206.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF17 hypothetical protein gene, complete cds",348,
566035794,KF517205.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF15 hypothetical protein gene, complete cds",645,
566035792,KF517204.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF15 hypothetical protein gene, complete cds",645,
566035790,KF517203.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF15 hypothetical protein gene, complete cds",645,
566035788,KF517202.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF15 hypothetical protein gene, complete cds",645,
566035786,KF517201.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF15 hypothetical protein gene, complete cds",645,
566035784,KF517200.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF15 hypothetical protein gene, complete cds",645,
566035782,KF517199.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF15 hypothetical protein gene, complete cds",645,
566035780,KF517198.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF13 hypothetical protein gene, complete cds",318,
566035778,KF517197.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF13 hypothetical protein gene, complete cds",318,
566035776,KF517196.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF13 hypothetical protein gene, complete cds",318,
566035774,KF517195.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF13 hypothetical protein gene, complete cds",318,
566035772,KF517194.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF13 hypothetical protein gene, complete cds",318,
566035770,KF517193.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF13 hypothetical protein gene, complete cds",318,
566035768,KF517192.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF13 hypothetical protein gene, complete cds",318,
566035767,KF517191.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 007-ORF5b genomic sequence,1805,
566035766,KF517190.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 006-ORF5b genomic sequence,1805,
566035765,KF517189.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 005-ORF5b genomic sequence,1805,
566035764,KF517188.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 004-ORF5b genomic sequence,1805,
566035763,KF517187.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 003-ORF5b genomic sequence,1805,
566035762,KF517186.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 002-ORF5b genomic sequence,1805,
566035761,KF517185.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 001-ORF5b genomic sequence,1802,
566035759,KF517184.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF124 hypothetical protein gene, complete cds",1425,
566035757,KF517183.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF124 hypothetical protein gene, complete cds",1425,
566035755,KF517182.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF124 hypothetical protein gene, complete cds",1425,
566035753,KF517181.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF124 hypothetical protein gene, complete cds",1425,
566035751,KF517180.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF124 hypothetical protein gene, complete cds",1425,
566035749,KF517179.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF124 hypothetical protein gene, complete cds",1425,
566035747,KF517178.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF124 hypothetical protein gene, complete cds",1425,
566035745,KF517177.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF121 hypothetical protein gene, complete cds",648,
566035743,KF517176.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF121 hypothetical protein gene, complete cds",648,
566035741,KF517175.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF121 hypothetical protein gene, complete cds",648,
566035739,KF517174.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF121 hypothetical protein gene, complete cds",648,
566035737,KF517173.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF121 hypothetical protein gene, complete cds",648,
566035735,KF517172.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF121 hypothetical protein gene, complete cds",648,
566035733,KF517171.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF121 hypothetical protein gene, complete cds",648,
566035731,KF517170.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF118 hypothetical protein gene, complete cds",669,
566035729,KF517169.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF118 hypothetical protein gene, complete cds",669,
566035727,KF517168.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF118 hypothetical protein gene, complete cds",669,
566035725,KF517167.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF118 hypothetical protein gene, complete cds",669,
566035723,KF517166.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF118 hypothetical protein gene, complete cds",669,
566035721,KF517165.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF118 hypothetical protein gene, complete cds",669,
566035719,KF517164.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF118 hypothetical protein gene, complete cds",669,
566035717,KF517163.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF117 hypothetical protein gene, complete cds",1116,
566035715,KF517162.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF117 hypothetical protein gene, complete cds",1116,
566035713,KF517161.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF117 hypothetical protein gene, complete cds",1116,
566035711,KF517160.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF117 hypothetical protein gene, complete cds",1116,
566035709,KF517159.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF117 hypothetical protein gene, complete cds",1116,
566035707,KF517158.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF117 hypothetical protein gene, complete cds",1116,
566035705,KF517157.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF117 hypothetical protein gene, complete cds",1116,
566035703,KF517156.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF97 hypothetical protein gene, complete cds",546,
566035701,KF517155.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF97 hypothetical protein gene, complete cds",546,
566035699,KF517154.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF97 hypothetical protein gene, complete cds",546,
566035697,KF517153.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF97 hypothetical protein gene, complete cds",546,
566035695,KF517152.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF97 hypothetical protein gene, complete cds",546,
566035693,KF517151.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF97 hypothetical protein gene, complete cds",546,
566035691,KF517150.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF97 hypothetical protein gene, complete cds",546,
566035689,KF517149.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF96 hypothetical protein gene, complete cds",723,
566035687,KF517148.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF96 hypothetical protein gene, complete cds",723,
566035685,KF517147.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF96 hypothetical protein gene, complete cds",723,
566035683,KF517146.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF96 hypothetical protein gene, complete cds",723,
566035681,KF517145.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF96 hypothetical protein gene, complete cds",723,
566035679,KF517144.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF96 hypothetical protein gene, complete cds",723,
566035677,KF517143.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF96 hypothetical protein gene, complete cds",723,
566035675,KF517142.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF53 hypothetical protein gene, complete cds",1548,
566035673,KF517141.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF53 hypothetical protein gene, complete cds",1548,
566035671,KF517140.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF53 hypothetical protein gene, complete cds",1548,
566035669,KF517139.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF53 hypothetical protein gene, complete cds",1548,
566035667,KF517138.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF53 hypothetical protein gene, complete cds",1548,
566035665,KF517137.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF53 hypothetical protein gene, complete cds",1548,
566035663,KF517136.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF53 hypothetical protein gene, complete cds",1548,
566035661,KF517135.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF38 hypothetical protein gene, complete cds",581,
566035659,KF517134.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF9 hypothetical protein gene, complete cds",1779,
566035657,KF517133.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF9 hypothetical protein gene, complete cds",1779,
566035655,KF517132.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF9 hypothetical protein gene, complete cds",1779,
566035653,KF517131.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF9 hypothetical protein gene, complete cds",1779,
566035651,KF517130.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF9 hypothetical protein gene, complete cds",1779,
566035649,KF517129.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF9 hypothetical protein gene, complete cds",1779,
566035647,KF517128.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF9 hypothetical protein gene, complete cds",1779,
566035645,KF517127.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF87 hypothetical protein gene, complete cds",513,
566035643,KF517126.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF87 hypothetical protein gene, complete cds",513,
566035641,KF517125.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF87 hypothetical protein gene, complete cds",513,
566035639,KF517124.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF87 hypothetical protein gene, complete cds",513,
566035637,KF517123.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF87 hypothetical protein gene, complete cds",513,
566035635,KF517122.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF87 hypothetical protein gene, complete cds",513,
566035633,KF517121.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF87 hypothetical protein gene, complete cds",513,
566035631,KF517120.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF99 hypothetical protein gene, complete cds",753,
566035629,KF517119.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF99 hypothetical protein gene, complete cds",753,
566035627,KF517118.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF99 hypothetical protein gene, complete cds",753,
566035625,KF517117.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF99 hypothetical protein gene, complete cds",753,
566035623,KF517116.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF99 hypothetical protein gene, complete cds",753,
566035621,KF517115.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF99 hypothetical protein gene, complete cds",753,
566035619,KF517114.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF99 hypothetical protein gene, complete cds",753,
566035617,KF517113.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF106 hypothetical protein gene, complete cds",1398,
566035615,KF517112.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF106 hypothetical protein gene, complete cds",1398,
566035613,KF517111.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF106 hypothetical protein gene, complete cds",1398,
566035611,KF517110.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF106 hypothetical protein gene, complete cds",1398,
566035609,KF517109.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF106 hypothetical protein gene, complete cds",1398,
566035607,KF517108.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF106 hypothetical protein gene, complete cds",1398,
566035605,KF517107.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF106 hypothetical protein gene, complete cds",1398,
566035603,KF517106.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF42 hypothetical protein gene, complete cds",1095,
566035601,KF517105.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF42 hypothetical protein gene, complete cds",1095,
566035599,KF517104.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF42 hypothetical protein gene, complete cds",1095,
566035597,KF517103.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF42 hypothetical protein gene, complete cds",1095,
566035595,KF517102.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF42 hypothetical protein gene, complete cds",1095,
566035593,KF517101.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF42 hypothetical protein gene, complete cds",1095,
566035591,KF517100.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF42 hypothetical protein gene, complete cds",1095,
566035574,KF185082.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar delta15-001-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",380,
566035571,KF185081.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar delta9-002-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",380,
566035568,KF185080.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar delta9-001-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",380,
566035565,KF185079.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar 003-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",380,
566035562,KF185078.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar 002-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",380,
566035559,KF185077.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar 001-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",380,
566035554,KF185076.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-Del36 7F2 Del36 37R hypothetical protein gene, partial cds; hypothetical protein genes, complete cds; and RING finger protein gene, partial cds",904,
536721239,AY509253.2,Ostreid herpesvirus 1,"Ostreid herpesvirus 1, complete genome",207439,
290463747,GQ153938.1,Chlamys acute necrobiotic virus,"Chlamys acute necrobiotic virus, complete genome",210993,
433215724,AB734079.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 23",695,
433215722,AB734078.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 22",695,
433215720,AB734077.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 21",695,
433215718,AB734076.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 20",695,
433215716,AB734075.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 19",695,
433215714,AB734074.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 18",698,
433215712,AB734073.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 17",700,
433215710,AB734072.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 16",695,
433215708,AB734071.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 15",695,
433215706,AB734070.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 14",695,
433215704,AB734069.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 13",694,
433215702,AB734068.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 12",695,
433215700,AB734067.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 11",696,
433215698,AB734066.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 10",706,
433215696,AB734065.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 9",695,
433215694,AB734064.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 8",692,
433215692,AB734063.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 7",701,
433215690,AB734062.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 6",695,
433215688,AB734061.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 5",694,
433215686,AB734060.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 4",695,
433215684,AB734059.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 3",695,
433215682,AB734058.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 2",695,
433215680,AB734057.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 gene for hypothetical protein, partial cds, strain: JPType 1",695,
399151302,JN639858.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 strain microvariant hypothetical protein gene, partial cds",687,
387610310,JN800270.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 2010-012-France-64F/64R nonfunctional RNA ligase gene, partial sequence",964,
387610308,JN800269.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 2008-055-France-64F/64R RNA ligase gene, partial cds",969,
